id,title,description,status,priority,type,assignee,labels,estimate_minutes,parent_id,acceptance,design,notes,project,created_at,updated_at,error_log
chum-2faae6,"Add unit tests for early-kill behavior","Add tests covering: process killed when output < threshold after 3m, process NOT killed when output is sufficient, early_kill disabled skips check.",closed,2,morsel,"","[""source:temporal"",""risk:medium"",""testing"",""source:crab"",""plan:chum-be5900""]",50,chum-fa0354,"Three test cases pass: (1) low-output process killed with ErrInfrastructureDead, (2) sufficient-output process completes normally, (3) disabled config means no kill. Tests use short ticker intervals. `go test ./internal/temporal/... -run EarlyKill` passes.","Use table-driven tests following existing patterns in agent_cli_test.go. Use mockConfigManager to control EarlyKill settings. Create a mock process (e.g., `sleep` or a small Go binary) that writes a controlled amount to a temp file. Override the heartbeat ticker interval to something short (100ms) and set MinBytes3m/MinBytes8m thresholds low for test speed. Set startTime artificially or use a short duration. Historical context: CLI agents with JSON output mode wrap content differently — but these tests should use raw file size checks, not parsing.","[remora] After chum-9b2a9d completed: Implementation is in place in runCLI plus config/default/validation wiring; remaining scope is explicit unit coverage for the 3 acceptance cases: (1) low-output process is killed and returns ErrInfrastructureDead after threshold time, (2) sufficient-output process is not killed and exits normally, (3) early_kill disabled skips watchdog kill checks; use short ticker/watchdog intervals and deterministic test fixtures.",chum,"2026-02-25 23:36:09.279637727 +0000 UTC","2026-02-26 02:37:01.211845089 +0000 UTC",""
chum-2a757e,"Handle ErrInfrastructureDead in runAgentWithFailover","In runAgentWithFailover, add errors.Is check for ErrInfrastructureDead. Skip circuit breaker recording and break retry loop immediately.",closed,1,morsel,"","[""source:temporal"",""risk:low"",""core-logic"",""source:crab"",""plan:chum-be5900""]",25,chum-aafe28,"When runCLI returns ErrInfrastructureDead: (1) errKind is set to 'infrastructure_dead', (2) agentFailureTracker is NOT called, (3) retry loop exits immediately without trying next agent. `go build ./...` passes.","In the failure handling block around line 472 of agent_cli.go, add `if errors.Is(err, ErrInfrastructureDead)` BEFORE the circuit breaker recording logic. Set `errKind = ""infrastructure_dead""` (matching the constant from morsel 5). Use a labeled break (`break agentLoop`) or set a flag and break. Do NOT record failure in agentFailureTracker — infrastructure death is not the agent's fault. Historical context: scope drift is a known risk in this file — touch ONLY the failover function, do not modify parsers or other functions.","[remora] After chum-ae9843 completed: ErrInfrastructureDead now exists in internal/temporal/agent_cli.go; runAgentWithFailover still only special-cases ErrModelExhausted. Add an errors.Is(err, ErrInfrastructureDead) branch that sets errKind='infrastructure_dead', does not call agentFailureTracker/circuit-breaker recording, and exits the retry loop immediately without trying the next agent, then verify with `go build ./...`.",chum,"2026-02-25 23:36:09.290379895 +0000 UTC","2026-02-26 01:52:11.526117808 +0000 UTC",""
chum-7bfead,"Add infrastructure_dead category to failure classifier","Add the infrastructure_dead failure category constant to failure_classifier.go.",closed,2,morsel,"","[""source:temporal"",""risk:low"",""source:crab"",""plan:chum-be5900""]",5,chum-aafe28,"A constant or var for infrastructure_dead category exists in failure_classifier.go. `go build ./...` passes.","Follow existing pattern for failure category constants. Add `FailureCategoryInfrastructureDead = ""infrastructure_dead""` alongside other category constants. Historical context: NEVER delete or modify existing constants — this is purely additive. Scope drift has been a major issue in this file historically.","",chum,"2026-02-25 23:36:09.36239706 +0000 UTC","2026-02-26 01:45:51.01593682 +0000 UTC",""
chum-e1b4bb,"Record infrastructure_dead failure_category in activities","In all activity functions that call runAgentWithFailover, add handling for ErrInfrastructureDead to set failure_category to infrastructure_dead in dispatch outcome.",closed,2,morsel,"","[""source:temporal"",""risk:low"",""source:crab"",""plan:chum-be5900""]",30,chum-aafe28,"All five activity files (activities.go, crab_activities.go, turtle_activities.go, learner_activities.go, planning_activities.go) set result.FailureCategory = ""infrastructure_dead"" when ErrInfrastructureDead is detected. Pattern is consistent across all files. `go build ./...` passes.","Add `if errors.Is(err, ErrInfrastructureDead) { result.FailureCategory = FailureCategoryInfrastructureDead }` at each call site after runAgentWithFailover returns. If 3+ call sites share identical logic, consider a small helper, but do NOT over-abstract — the check is a single if-statement. Import the sentinel error if needed. Historical context: always sanitize LLM CLI output before json.Unmarshal at these call sites, but this morsel doesn't touch parsing. Stay scoped to failure category assignment only.","[remora] After chum-2a757e completed: Prerequisite done: `runAgentWithFailover` now treats `ErrInfrastructureDead` as terminal and avoids circuit-breaker accounting; this item now focuses only on caller-side outcome mapping. In `activities.go`, `crab_activities.go`, `turtle_activities.go`, `learner_activities.go`, and `planning_activities.go`, add `errors.Is(err, ErrInfrastructureDead)` handling to set `result.FailureCategory = ""infrastructure_dead""` wherever runAgentWithFailover errors are converted into dispatch outcomes.",chum,"2026-02-25 23:36:09.368528146 +0000 UTC","2026-02-26 02:31:20.924131012 +0000 UTC",""
chum-2c3d56,"Add tests for retry-skip and failure classification","Tests verifying: failover returns immediately on ErrInfrastructureDead, circuit breaker unaffected, failure_category correctly set in activity outcomes.",closed,2,morsel,"","[""source:temporal"",""risk:medium"",""testing"",""source:crab"",""plan:chum-be5900""]",55,chum-aafe28,"Tests pass for: (1) only first agent called when ErrInfrastructureDead returned, (2) circuit breaker state unchanged after infrastructure_dead, (3) activity outcome has failure_category=infrastructure_dead. `go test ./internal/temporal/...` passes.","For failover test: mock two agents, have first return ErrInfrastructureDead, verify second is never called. For circuit breaker: snapshot tracker state before call, verify unchanged after. For activity tests: use existing test patterns in activities_test.go, mock runAgentWithFailover to return ErrInfrastructureDead, assert result.FailureCategory. Historical context: follow table-driven test patterns. Do not delete or modify existing tests.","[remora] After chum-2faae6 completed: Context update: chum-2faae6 added table-driven EarlyKill coverage in `internal/temporal/agent_cli_test.go`/`agent_cli.go`, so AC(1) is likely partially or fully satisfied (stop after first `ErrInfrastructureDead` / no further agent attempts). Keep this item open and narrow remaining scope to AC(2) verify circuit-breaker state is unchanged on `infrastructure_dead`, and AC(3) verify activity outcomes set `failure_category` to `infrastructure...`.",chum,"2026-02-25 23:36:09.376443992 +0000 UTC","2026-02-26 02:53:26.563614242 +0000 UTC",""
chum-83e4de,"Structural: Stingray Metrics Contract + Check Plan","Establish report/check data contracts and deterministic execution metadata before orchestration behavior changes.",open,1,whale,"","[""source:crab"",""plan:chum-zdt-2""]",0,"","Types and manifest compile, ordering is deterministic, and helper primitives are test-covered without changing GatherMetricsActivity runtime behavior yet.","","",chum,"2026-02-26 02:35:25.6081084 +0000 UTC","2026-02-26 02:35:25.6081084 +0000 UTC",""
chum-e0854e,"Feature: GatherMetricsActivity Orchestration + Gate Semantics","Implement orchestration flow, preflight fail-fast behavior, scheduler concurrency boundaries, and required-gate verdict semantics.",open,1,whale,"","[""source:crab"",""plan:chum-zdt-2""]",0,"","Activity performs required preflight, runs checks with tier constraints, and returns verdicts that fail only on required gate/preflight failures while preserving observability.","","",chum,"2026-02-26 02:35:25.614612691 +0000 UTC","2026-02-26 02:35:25.614612691 +0000 UTC",""
chum-74bf5b,"Feature: Probe Implementations + Aggregated Metrics Payload","Implement required and non-required probes, then aggregate metrics and bounded output payload semantics.",open,1,whale,"","[""source:crab"",""plan:chum-zdt-2""]",0,"","All probes execute through shared runner, map to consistent statuses, and contribute to aggregate summary with bounded output guarantees.","","",chum,"2026-02-26 02:35:25.61754452 +0000 UTC","2026-02-26 02:35:25.61754452 +0000 UTC",""
chum-3104ea,"Verification: GatherMetricsActivity Acceptance Tests","Build deterministic test infrastructure and explicit acceptance regressions for gate semantics and bounded output behavior.",open,1,whale,"","[""source:crab"",""plan:chum-zdt-2""]",0,"","Acceptance tests run without host binary dependencies and validate required-gate failure, partial observability, and output truncation behavior.","","",chum,"2026-02-26 02:35:25.620458958 +0000 UTC","2026-02-26 02:35:25.620458958 +0000 UTC",""
chum-ed9a3d,"Planning Traceability: Planning-First Routing Seed","Persist the decomposition artifact for local traceability of whale/morsel rationale.",open,1,whale,"","[""source:crab"",""plan:chum-zdt-2""]",0,"","Artifact exists, reflects current breakdown, and references rationale for selected item.","","",chum,"2026-02-26 02:35:25.62491471 +0000 UTC","2026-02-26 02:35:25.62491471 +0000 UTC",""
chum-93414e,"Whale 0 / Morsel 0: Define unified check/report types","Add report metadata, per-check result fields (`name`, `required`, `status`, `exit_code`, `started_at`, `duration_ms`, `stdout`, `stderr`, truncation flags), summary counters, and sentinel exit-code conventions.",completed,1,morsel,"","[""source:stingray"",""whale:0"",""type:types"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-83e4de,"Type definitions and status/exit-code constants exist in one place, are deterministic for tests, and support required/non-required checks plus bounded output metadata.","Create canonical enums/constants in `stingray_types.go` and keep serialization-friendly field names stable. Apply defense-in-depth intent by separating per-check domain outcomes from overall platform verdict fields. Avoid unrelated token-computation logic here so report typing remains focused and predictable.","",chum,"2026-02-26 02:35:25.629059975 +0000 UTC","2026-02-26 04:21:48","Attempt 1 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)
---
Triage rescope (attempt 1): The DoD command failed during golangci-lint context loading (`no go files to analyze`) before evaluating code, while package and full test suites passed. This points to a CI/tooling invocation context problem (module root/go.work/git-rev scope), not an implementation defect the agent can reliably fix in-task."
